1631160003,46.16,78.16
1631160303,46.16,78.16
1631160604,46.16,78.16
1631160904,46.16,78.16
1631161215,47.236,79.236
1631161504,46.16,78.16
1631161804,47.236,79.236
1631162104,47.236,79.236
1631162404,47.236,79.236
1631162704,46.698,78.698
1631163003,46.16,78.16
1631163303,46.16,78.16
1631163603,46.16,78.16
1631163903,46.16,78.16
1631164203,46.16,78.16
1631164503,46.698,78.698
1631164803,46.16,78.16
1631165103,46.16,78.16
1631165403,46.16,78.16
1631165703,46.16,78.16
1631166003,45.622,77.622
1631166303,45.622,77.622
1631166603,46.16,78.16
1631166903,46.16,78.16
1631167203,45.622,77.622
1631167503,46.16,78.16
1631167803,45.622,77.622
1631168103,46.16,78.16
1631168403,45.622,77.622
1631168703,46.16,78.16
1631169003,46.16,78.16
1631169303,45.622,77.622
1631169604,46.16,78.16
1631169904,46.16,78.16
1631170204,45.622,77.622
1631170504,46.16,78.16
1631170804,45.622,77.622
1631171104,45.622,77.622
1631171404,46.16,78.16
1631171704,46.16,78.16
1631172004,45.622,77.622
1631172304,45.622,77.622
1631172604,45.084,77.084
1631172903,45.084,77.084
1631173203,45.084,77.084
1631173503,45.622,77.622
1631173803,45.622,77.622
1631174103,45.084,77.084
1631174403,45.622,77.622
1631174703,45.622,77.622
1631175003,45.084,77.084
1631175303,45.622,77.622
1631175603,46.16,78.16
1631175903,45.622,77.622
1631176203,45.622,77.622
1631176503,45.622,77.622
1631176803,45.622,77.622
1631177103,45.622,77.622
1631177403,46.16,78.16
1631177704,45.622,77.622
1631178004,46.16,78.16
1631178304,45.084,77.084
1631178604,46.16,78.16
1631178904,45.622,77.622
1631179204,46.16,78.16
1631179504,45.084,77.084
1631179804,46.16,78.16
1631180104,46.16,78.16
1631180403,46.16,78.16
1631180703,45.622,77.622
1631181003,45.084,77.084
1631181303,45.622,77.622
1631181603,45.622,77.622
1631181903,45.622,77.622
1631182203,45.622,77.622
1631182503,45.084,77.084
1631182803,46.16,78.16
1631183103,45.084,77.084
1631183403,45.084,77.084
1631183703,45.084,77.084
1631184003,45.084,77.084
1631184303,45.622,77.622
1631184603,46.16,78.16
1631184903,45.084,77.084
1631185204,45.622,77.622
1631185504,46.16,78.16
1631185804,45.084,77.084
1631186104,45.622,77.622
1631186404,46.16,78.16
1631186704,45.622,77.622
1631187004,45.084,77.084
1631187304,46.16,78.16
1631187604,45.622,77.622
1631187903,46.16,78.16
1631188203,46.16,78.16
1631188503,46.16,78.16
1631188803,46.698,78.698
1631189103,46.16,78.16
1631189403,48.312,80.312
1631189703,47.236,79.236
1631190003,47.236,79.236
1631190303,48.312,80.312
1631190603,47.774,79.774
1631190903,46.16,78.16
1631191203,46.16,78.16
1631191503,46.16,78.16
1631191803,46.16,78.16
1631192103,46.16,78.16
1631192403,46.16,78.16
1631192704,46.698,78.698
1631193004,47.236,79.236
1631193304,47.236,79.236
1631193604,46.16,78.16
1631193904,47.236,79.236
1631194204,47.236,79.236
1631194504,47.236,79.236
1631194804,46.16,78.16
1631195103,48.312,80.312
1631195403,47.236,79.236
1631195703,47.236,79.236
1631196003,47.236,79.236
1631196303,47.236,79.236
1631196603,47.236,79.236
1631196903,46.698,78.698
1631197203,47.236,79.236
1631197503,47.236,79.236
1631197803,46.16,78.16
1631198103,46.16,78.16
1631198403,46.16,78.16
1631198703,46.16,78.16
1631199003,46.16,78.16
1631199303,46.16,78.16
1631199603,47.236,79.236
1631199903,46.16,78.16
1631200203,47.774,79.774
1631200504,46.16,78.16
1631200803,46.698,78.698
1631201103,47.236,79.236
1631201403,46.16,78.16
1631201703,47.236,79.236
1631202003,47.774,79.774
1631202303,46.698,78.698
1631202603,47.236,79.236
1631202903,47.236,79.236
1631203203,47.236,79.236
1631203503,47.236,79.236
1631203804,47.236,79.236
1631204104,47.774,79.774
1631204404,47.236,79.236
1631204704,46.16,78.16
1631205004,47.236,79.236
1631205304,47.236,79.236
1631205604,46.698,78.698
1631205904,46.698,78.698
1631206204,46.698,78.698
1631206504,47.236,79.236
1631206804,46.698,78.698
1631207103,46.16,78.16
1631207403,47.236,79.236
1631207703,47.236,79.236
1631208003,47.236,79.236
1631208303,47.236,79.236
1631208603,46.698,78.698
1631208903,47.774,79.774
1631209203,47.236,79.236
1631209503,47.774,79.774
1631209803,46.698,78.698
1631210103,46.16,78.16
