1631664016,85.00,68.18,68.69
1631664076,85.50,68.18,68.72
1631664136,84.90,68.18,68.69
1631664196,85.20,68.18,68.70
1631664256,85.10,68.18,68.70
1631664316,85.00,68.18,68.69
1631664376,85.00,68.18,68.69
1631664436,85.10,68.18,68.70
1631664496,85.20,68.18,68.70
1631664557,85.20,68.18,68.70
1631664617,85.10,68.18,68.70
1631664677,85.30,68.18,68.71
1631664737,85.40,68.18,68.71
1631664797,85.30,68.18,68.71
1631664857,85.40,68.36,68.91
1631664917,85.60,68.36,68.92
1631664977,85.40,68.36,68.91
1631665037,85.50,68.36,68.91
1631665097,85.50,68.36,68.91
1631665157,85.60,68.36,68.92
1631665217,85.50,68.36,68.91
1631665277,85.60,68.36,68.92
1631665337,85.70,68.36,68.92
1631665397,85.90,68.36,68.93
1631665457,85.60,68.36,68.92
1631665517,85.60,68.36,68.92
1631665577,85.60,68.36,68.92
1631665637,85.60,68.36,68.92
1631665697,85.60,68.18,68.72
1631665757,85.70,68.18,68.73
1631665817,85.70,68.18,68.73
1631665877,85.80,68.18,68.73
1631665937,85.80,68.18,68.73
1631665997,85.70,68.18,68.73
1631666057,85.90,68.18,68.74
1631666117,85.90,68.18,68.74
1631666177,85.80,68.18,68.73
1631666238,85.80,68.00,68.53
1631666298,85.90,68.00,68.54
1631666358,86.00,68.00,68.54
1631666418,85.90,68.00,68.54
1631666478,86.00,68.00,68.54
1631666538,86.00,68.00,68.54
1631666598,86.10,68.00,68.55
1631666658,86.00,68.00,68.54
1631666718,86.10,68.00,68.55
1631666778,86.10,68.00,68.55
1631666838,86.10,68.00,68.55
1631666898,86.10,68.00,68.55
1631666958,86.20,68.00,68.55
1631667018,86.30,68.00,68.56
1631667078,86.10,68.00,68.55
1631667138,86.30,68.00,68.56
1631667198,86.30,68.00,68.56
1631667258,86.30,68.00,68.56
1631667318,86.30,68.18,68.75
1631667378,86.50,68.18,68.76
1631667438,86.40,68.18,68.76
1631667498,86.40,68.18,68.76
1631667558,86.40,68.18,68.76
1631667618,86.70,68.18,68.77
1631667678,86.50,68.18,68.76
1631667738,86.60,68.18,68.77
1631667798,86.50,68.18,68.76
1631667858,86.50,68.18,68.76
1631667918,86.40,68.18,68.76
1631667979,86.50,68.18,68.76
1631668039,86.50,68.18,68.76
1631668099,86.50,68.18,68.76
1631668159,86.40,68.18,68.76
1631668219,86.40,68.18,68.76
1631668279,86.50,68.18,68.76
1631668339,86.60,68.18,68.77
1631668399,86.60,68.18,68.77
1631668459,86.80,68.18,68.78
1631668519,86.80,68.18,68.78
1631668579,86.70,68.18,68.77
1631668639,86.60,68.18,68.77
1631668699,86.70,68.18,68.77
1631668759,86.80,68.18,68.78
1631668819,86.70,68.18,68.77
1631668879,86.70,68.18,68.77
1631668939,86.80,68.18,68.78
1631668999,86.80,68.18,68.78
1631669059,86.80,68.18,68.78
1631669119,86.90,68.00,68.58
1631669179,86.90,68.00,68.58
1631669239,86.90,68.00,68.58
1631669299,87.00,68.00,68.59
1631669359,86.90,68.00,68.58
1631669419,87.00,68.00,68.59
1631669479,87.00,68.00,68.59
1631669539,87.00,68.00,68.59
1631669599,87.00,68.00,68.59
1631669660,87.00,68.00,68.59
1631669720,87.10,68.00,68.59
1631669780,87.10,68.00,68.59
1631669840,87.30,68.00,68.60
1631669900,87.20,68.00,68.60
1631669960,87.20,68.00,68.60
1631670020,87.30,68.00,68.60
1631670080,87.20,68.00,68.60
1631670140,87.40,68.00,68.61
1631670200,87.40,68.00,68.61
1631670260,87.40,68.00,68.61
1631670320,87.70,68.00,68.62
1631670380,87.50,68.00,68.61
1631670440,87.50,68.00,68.61
1631670500,87.40,68.00,68.61
1631670560,87.50,68.00,68.61
1631670620,87.40,68.00,68.61
1631670680,87.40,68.00,68.61
1631670740,87.70,68.00,68.62
1631670800,87.50,68.00,68.61
1631670860,87.50,68.00,68.61
1631670920,87.50,68.00,68.61
1631670980,87.40,68.00,68.61
1631671040,87.60,68.00,68.62
1631671100,87.70,68.00,68.62
1631671160,87.60,68.00,68.62
1631671220,87.70,68.00,68.62
1631671280,87.50,68.00,68.61
1631671340,87.50,68.00,68.61
1631671401,87.50,68.00,68.61
1631671461,87.50,68.00,68.61
1631671521,87.60,68.18,68.82
1631671581,87.50,68.18,68.81
1631671641,87.70,68.18,68.82
1631671701,87.60,68.18,68.82
1631671761,87.60,68.18,68.82
1631671821,87.50,68.18,68.81
1631671881,87.70,68.18,68.82
1631671941,87.70,68.18,68.82
1631672001,87.60,68.18,68.82
1631672061,87.70,68.18,68.82
1631672121,87.80,68.18,68.82
1631672181,87.70,68.18,68.82
1631672241,88.00,68.18,68.83
1631672301,87.90,68.36,69.03
1631672361,87.90,68.36,69.03
1631672421,88.00,68.36,69.03
1631672481,87.90,68.36,69.03
1631672541,87.70,68.36,69.02
1631672601,87.80,68.36,69.02
1631672661,88.10,68.36,69.04
1631672721,87.80,68.36,69.02
1631672781,87.80,68.36,69.02
1631672841,87.70,68.36,69.02
1631672901,87.70,68.36,69.02
1631672961,87.70,68.36,69.02
1631673021,87.80,68.36,69.02
1631673081,87.90,68.36,69.03
1631673142,87.80,68.36,69.02
1631673202,87.90,68.36,69.03
1631673262,88.00,68.36,69.03
1631673322,88.10,68.36,69.04
1631673382,88.20,68.36,69.04
1631673442,88.30,68.36,69.05
1631673502,88.30,68.36,69.05
1631673562,88.30,68.36,69.05
1631673622,88.50,68.54,69.25
1631673682,88.20,68.54,69.24
1631673742,88.10,68.54,69.23
1631673802,88.30,68.54,69.24
1631673862,88.20,68.54,69.24
1631673922,88.40,68.54,69.25
1631673982,88.30,68.54,69.24
1631674042,88.30,68.54,69.24
1631674102,88.20,68.54,69.24
1631674162,88.40,68.54,69.25
1631674222,88.40,68.54,69.25
1631674282,88.40,68.54,69.25
1631674342,88.60,68.54,69.26
1631674402,88.40,68.54,69.25
1631674462,88.50,68.54,69.25
1631674522,88.50,68.54,69.25
1631674582,88.40,68.54,69.25
1631674642,88.50,68.54,69.25
1631674702,88.60,68.54,69.26
1631674762,88.60,68.54,69.26
1631674823,88.40,68.54,69.25
1631674883,88.40,68.54,69.25
1631674943,88.50,68.54,69.25
1631675003,88.40,68.54,69.25
1631675063,88.30,68.54,69.24
1631675123,88.60,68.54,69.26
1631675183,88.60,68.54,69.26
1631675243,88.60,68.54,69.26
1631675303,88.50,68.54,69.25
1631675363,88.60,68.54,69.26
1631675423,88.60,68.54,69.26
1631675483,88.50,68.54,69.25
1631675543,88.40,68.54,69.25
1631675603,88.50,68.54,69.25
1631675663,88.70,68.54,69.26
1631675723,88.60,68.54,69.26
1631675783,88.60,68.54,69.26
1631675843,88.60,68.54,69.26
1631675903,88.70,68.54,69.26
1631675963,88.60,68.72,69.46
1631676023,88.40,68.72,69.45
1631676083,88.60,68.72,69.46
1631676143,88.60,68.72,69.46
1631676203,88.60,68.54,69.26
1631676263,88.80,68.72,69.47
1631676323,88.60,68.72,69.46
1631676383,88.90,68.72,69.47
1631676443,88.80,68.72,69.47
1631676503,88.80,68.72,69.47
1631676564,88.80,68.72,69.47
1631676624,88.80,68.72,69.47
1631676684,88.50,68.72,69.45
1631676744,88.70,68.72,69.46
1631676804,88.60,68.72,69.46
1631676864,88.60,68.72,69.46
1631676924,88.70,68.72,69.46
1631676984,88.90,68.72,69.47
1631677044,89.00,68.72,69.47
1631677104,88.80,68.72,69.47
1631677164,88.70,68.72,69.46
1631677224,88.90,68.72,69.47
1631677284,88.80,68.72,69.47
1631677344,88.60,68.90,69.65
1631677404,88.90,68.72,69.47
1631677464,89.00,68.90,69.67
1631677524,88.90,68.90,69.67
1631677584,88.90,68.90,69.67
1631677644,88.80,68.90,69.66
1631677704,88.70,68.90,69.66
1631677764,88.90,68.90,69.67
1631677824,88.80,68.90,69.66
1631677884,88.80,68.90,69.66
1631677944,88.70,68.90,69.66
1631678004,89.00,68.90,69.67
1631678064,88.70,68.90,69.66
1631678124,89.10,68.90,69.68
1631678184,89.30,68.90,69.69
1631678244,89.10,68.90,69.68
1631678305,88.80,68.90,69.66
1631678365,88.90,68.90,69.67
1631678425,89.50,68.90,69.70
1631678485,89.10,68.90,69.68
1631678545,89.10,68.90,69.68
1631678605,89.30,68.90,69.69
1631678665,89.10,68.90,69.68
1631678725,89.10,68.90,69.68
1631678785,89.60,68.90,69.70
1631678845,89.50,68.90,69.70
1631678905,89.20,68.90,69.68
1631678965,89.20,69.08,69.88
1631679025,89.30,69.08,69.89
1631679085,89.30,69.08,69.89
1631679145,89.00,69.08,69.87
1631679205,89.60,69.08,69.90
1631679265,89.20,69.08,69.88
1631679325,89.40,69.08,69.89
1631679385,89.30,68.90,69.69
1631679445,89.40,69.08,69.89
1631679505,89.20,69.08,69.88
1631679565,89.20,69.08,69.88
1631679625,89.30,69.08,69.89
1631679685,89.30,69.08,69.89
1631679745,89.30,69.08,69.89
1631679805,89.30,68.90,69.69
1631679865,89.40,69.08,69.89
1631679925,89.60,69.08,69.90
1631679986,89.50,69.08,69.89
1631680046,89.50,69.08,69.89
1631680106,89.80,69.08,69.91
1631680166,89.40,69.08,69.89
1631680226,89.50,69.08,69.89
1631680286,89.90,69.08,69.91
1631680346,89.50,69.08,69.89
1631680406,89.60,69.08,69.90
1631680466,89.70,69.08,69.90
1631680526,89.90,69.08,69.91
1631680586,90.00,69.08,69.92
1631680646,89.80,69.08,69.91
1631680706,89.70,69.08,69.90
1631680766,90.20,69.08,69.93
1631680826,89.90,69.08,69.91
1631680886,89.70,69.08,69.90
1631680946,89.80,69.08,69.91
1631681006,90.10,69.08,69.92
1631681066,89.80,69.08,69.91
1631681126,89.80,69.08,69.91
1631681186,89.80,69.08,69.91
1631681246,89.90,69.26,70.11
1631681306,90.20,69.26,70.13
1631681366,90.20,69.26,70.13
1631681426,90.00,69.26,70.12
1631681486,90.30,69.26,70.13
1631681546,90.00,69.26,70.12
1631681606,89.70,69.26,70.10
1631681666,89.50,69.26,70.09
1631681727,89.40,69.26,70.09
1631681787,89.70,69.26,70.10
1631681847,89.60,69.26,70.10
1631681907,89.10,69.26,70.07
1631681967,89.60,69.26,70.10
1631682027,89.60,69.44,70.30
1631682087,89.40,69.44,70.29
1631682147,89.40,69.44,70.29
1631682207,89.20,69.44,70.28
1631682267,89.40,69.44,70.29
1631682327,89.40,69.44,70.29
1631682387,89.60,69.44,70.30
1631682447,89.40,69.44,70.29
1631682507,89.80,69.44,70.30
1631682567,89.70,69.44,70.30
1631682627,89.50,69.44,70.29
1631682687,89.50,69.44,70.29
1631682747,89.60,69.44,70.30
1631682807,89.70,69.44,70.30
1631682867,89.60,69.44,70.30
1631682927,89.60,69.44,70.30
1631682987,89.50,69.62,70.49
1631683047,89.80,69.62,70.50
1631683107,89.90,69.62,70.51
1631683167,90.10,69.62,70.52
1631683227,89.80,69.62,70.50
1631683287,89.90,69.62,70.51
1631683347,90.00,69.62,70.51
1631683407,90.10,69.62,70.52
1631683468,90.10,69.62,70.52
1631683528,90.00,69.62,70.51
1631683588,89.90,69.62,70.51
