1628252703,45.084,77.084
1628253003,45.622,77.622
1628253304,45.622,77.622
1628253604,45.084,77.084
1628253904,45.084,77.084
1628254204,43.47,75.47
1628254504,45.084,77.084
1628254804,45.084,77.084
1628255103,45.622,77.622
1628255403,45.622,77.622
1628255703,46.16,78.16
1628256003,45.084,77.084
1628256303,45.622,77.622
1628256603,46.16,78.16
1628256903,46.16,78.16
1628257203,47.236,79.236
1628257504,46.16,78.16
1628257804,47.236,79.236
1628258104,47.236,79.236
1628258403,46.698,78.698
1628258703,46.698,78.698
1628259004,47.236,79.236
1628259303,47.774,79.774
1628259604,48.312,80.312
1628259904,47.774,79.774
1628260204,47.774,79.774
1628260504,48.312,80.312
1628260805,48.312,80.312
1628261104,48.312,80.312
1628261404,48.312,80.312
1628261704,47.236,79.236
1628262004,46.698,78.698
1628262304,47.774,79.774
1628262604,48.312,80.312
1628262904,48.312,80.312
1628263204,48.312,80.312
1628263504,48.312,80.312
1628263804,49.388,81.388
1628264103,48.85,80.85
1628264403,49.388,81.388
1628264703,49.388,81.388
1628265004,49.388,81.388
1628265303,49.388,81.388
1628265604,49.925,81.925
1628265904,49.925,81.925
1628266204,49.925,81.925
1628266504,49.925,81.925
1628266803,49.925,81.925
1628267104,50.464,82.464
1628267404,50.464,82.464
1628267704,50.464,82.464
1628268004,51.54,83.54
1628268304,51.54,83.54
1628268604,51.54,83.54
1628268904,52.615,84.615
1628269204,52.615,84.615
1628269504,52.615,84.615
1628269803,53.692,85.692
1628270103,53.692,85.692
1628270403,52.615,84.615
1628270703,53.154,85.154
1628271003,53.692,85.692
1628271303,53.154,85.154
1628271603,54.23,86.23
1628271904,54.23,86.23
1628272203,55.306,87.306
1628272503,54.768,86.768
1628272804,55.306,87.306
1628273104,54.23,86.23
1628273403,55.843,87.843
1628273703,56.382,88.382
1628274003,55.843,87.843
1628274303,55.843,87.843
1628274603,55.843,87.843
1628274904,54.768,86.768
1628275204,55.306,87.306
1628275504,55.843,87.843
1628275804,56.382,88.382
1628293067,43.47,75.47
1628293203,46.16,78.16
1628293503,48.312,80.312
1628293803,47.774,79.774
1628294104,48.312,80.312
1628294404,47.236,79.236
1628294704,48.312,80.312
1628295004,47.774,79.774
1628295304,47.236,79.236
1628295604,47.236,79.236
1628295904,47.774,79.774
1628296204,47.774,79.774
1628296504,47.774,79.774
1628296804,47.236,79.236
1628297104,47.236,79.236
1628297404,46.698,78.698
1628297704,47.236,79.236
1628298004,47.236,79.236
1628298304,46.698,78.698
1628298604,47.236,79.236
1628298904,47.236,79.236
1628299204,46.16,78.16
1628299504,46.698,78.698
1628299804,46.16,78.16
1628300104,46.16,78.16
1628300404,46.16,78.16
1628300704,45.622,77.622
1628301004,46.16,78.16
1628301304,45.622,77.622
1628301604,46.16,78.16
1628301904,45.622,77.622
1628302204,45.622,77.622
1628302504,45.622,77.622
1628302804,45.084,77.084
1628303104,45.084,77.084
1628303404,45.084,77.084
1628303704,45.622,77.622
1628304004,45.084,77.084
1628304304,45.622,77.622
1628304604,45.622,77.622
1628304904,45.084,77.084
1628305204,45.622,77.622
1628305504,45.084,77.084
1628305803,45.084,77.084
1628306103,45.084,77.084
1628306403,45.084,77.084
1628306703,44.546,76.546
1628307003,45.084,77.084
1628307303,45.084,77.084
1628307603,45.084,77.084
1628307903,45.084,77.084
1628308203,45.084,77.084
1628308503,44.546,76.546
